pre_16_r,pre_16_tot,rrc_16_r,rrc_16_tot,SD,HD
194,264,178,248,2.0,10.0
171,176,151,164,31.0,72.0
330,1400,260,1221,20.0,36.0
286,983,256,869,20.0,36.0
211,903,179,790,20.0,36.0
431,1631,365,1460,20.0,36.0
174,891,156,801,20.0,36.0
172,853,140,745,20.0,36.0
1193,1390,1105,1316,10.0,58.0
879,1539,791,1393,20.0,34.0
521,666,493,643,5.0,12.0
678,1245,686,1167,5.0,12.0
360,620,353,586,5.0,12.0
1447,1877,1412,1761,5.0,12.0
873,1190,844,1103,5.0,52.0
10,697,13,670,23.0,110.0
58,357,46,268,19.0,74.0
48,362,29,256,19.0,74.0
136,978,114,750,19.0,74.0
993,1184,948,1098,31.0,82.0
166,202,157,183,31.0,72.0
276,1392,214,1054,19.0,74.0
940,2765,981,2626,24.0,54.0
699,2407,720,2269,24.0,54.0
314,854,378,779,16.0,114.0
16,75,21,70,23.0,103.0
0,4,0,5,23.0,103.0
5,16,6,15,23.0,100.0
85,178,88,161,23.0,108.0
34,99,39,97,16.0,103.0
57,139,59,127,16.0,103.0
13,25,15,25,16.0,103.0
73,423,65,350,16.0,103.0
144,518,149,467,16.0,103.0
770,1558,797,1441,16.0,105.0
259,1069,273,1007,16.0,105.0
224,1141,221,1069,16.0,105.0
9,23,10,23,16.0,105.0
0,0,0,0,16.0,103.0
0,0,0,0,23.0,103.0
375,734,405,682,16.0,108.0
108,224,122,214,16.0,108.0
47,156,52,132,23.0,114.0
0,0,0,0,23.0,114.0
133,618,146,534,23.0,114.0
1,2,1,2,16.0,110.0
0,0,0,0,23.0,110.0
706,2188,730,2070,16.0,113.0
62,947,66,889,23.0,100.0
15,202,17,186,23.0,100.0
72,1344,75,1214,23.0,110.0
15,347,14,317,23.0,100.0
1,35,1,34,23.0,110.0
18,389,17,368,23.0,100.0
9,270,14,263,23.0,100.0
28,159,23,151,23.0,107.0
9,25,9,20,16.0,107.0
9,69,11,61,16.0,114.0
0,1,0,0,23.0,100.0
53,130,60,120,23.0,100.0
0,1,0,1,23.0,103.0
540,1392,530,1309,23.0,111.0
5,42,3,39,23.0,111.0
6,32,9,29,23.0,111.0
342,696,330,624,23.0,104.0
44,117,44,105,16.0,103.0
5,166,5,156,23.0,103.0
150,858,132,717,16.0,104.0
12,21,10,16,23.0,100.0
922,1322,1036,1268,12.0,108.0
0,0,0,0,14.0,46.0
0,0,0,0,14.0,50.0
0,0,0,0,14.0,50.0
44,364,46,339,14.0,50.0
1313,3263,1400,3061,14.0,46.0
1553,1977,1531,1910,3.0,4.0
179,431,179,374,28.0,84.0
578,937,539,842,28.0,84.0
161,174,165,178,28.0,84.0
0,0,0,0,28.0,84.0
678,831,670,791,28.0,83.0
1105,1321,1093,1285,28.0,83.0
72,928,76,870,23.0,100.0
415,1407,512,1276,23.0,114.0
67,659,62,618,23.0,111.0
91,1023,87,987,23.0,111.0
385,1756,485,1609,23.0,103.0
28,322,34,303,23.0,100.0
243,985,244,927,16.0,105.0
348,1018,345,961,16.0,113.0
269,695,275,642,2.0,102.0
870,1693,904,1569,16.0,102.0
346,1261,373,1204,16.0,102.0
728,2009,753,1860,16.0,102.0
765,1436,876,1347,12.0,108.0
564,1047,632,965,12.0,108.0
969,1624,1010,1513,12.0,115.0
937,1387,1045,1314,12.0,108.0
685,1087,768,1005,12.0,108.0
878,1264,976,1215,12.0,108.0
758,1145,859,1091,12.0,108.0
1292,1938,1478,1844,12.0,108.0
244,1522,269,1348,23.0,100.0
139,750,149,665,23.0,100.0
15,126,13,120,23.0,110.0
169,868,159,766,23.0,100.0
69,89,67,82,5.0,14.0
1277,1676,1252,1583,28.0,83.0
491,899,482,834,28.0,83.0
1035,1503,1018,1414,28.0,84.0
553,1333,534,1269,1.0,6.0
127,218,122,206,1.0,6.0
38,254,38,222,20.0,35.0
77,301,73,262,20.0,35.0
21,125,15,110,20.0,35.0
155,975,117,863,20.0,35.0
0,0,0,0,12.0,115.0
26,271,21,241,20.0,35.0
352,950,310,838,20.0,36.0
136,356,130,321,20.0,36.0
314,1040,272,922,20.0,36.0
27,124,23,107,20.0,36.0
88,412,85,349,20.0,36.0
347,1243,298,1081,20.0,40.0
78,284,70,239,20.0,36.0
175,320,177,295,20.0,35.0
635,1582,606,1423,20.0,41.0
1672,2096,1688,2063,1.0,7.0
2485,2908,2399,2793,1.0,7.0
327,567,316,513,31.0,82.0
584,1789,624,1619,20.0,36.0
157,533,170,473,20.0,36.0
171,1197,157,1079,20.0,36.0
52,372,56,339,20.0,36.0
7,22,7,22,20.0,36.0
145,1258,145,1128,20.0,36.0
5,40,6,38,20.0,36.0
20,120,23,106,27.0,39.0
32,209,24,185,20.0,40.0
106,485,89,429,27.0,39.0
256,1238,219,1068,27.0,39.0
383,1675,401,1505,14.0,49.0
174,541,170,501,14.0,50.0
300,1055,331,914,14.0,47.0
4,7,4,7,14.0,47.0
175,293,199,285,25.0,47.0
293,1388,342,1195,14.0,48.0
654,1577,690,1413,14.0,47.0
21,42,19,40,27.0,39.0
82,155,81,145,27.0,39.0
65,230,61,203,27.0,39.0
53,171,52,158,27.0,39.0
292,1293,227,1087,27.0,39.0
226,420,214,379,27.0,39.0
114,436,83,369,27.0,39.0
21,79,19,69,27.0,39.0
6,51,4,50,27.0,39.0
264,1263,239,1113,27.0,35.0
34,155,30,138,27.0,35.0
58,222,50,197,27.0,35.0
25,109,24,89,27.0,40.0
72,238,63,209,27.0,40.0
31,127,20,112,27.0,40.0
293,771,256,677,27.0,39.0
101,484,88,419,27.0,39.0
233,923,195,800,20.0,40.0
84,178,86,162,20.0,41.0
184,526,158,464,20.0,41.0
199,769,175,701,20.0,41.0
60,152,64,142,20.0,41.0
24,122,22,103,20.0,35.0
30,154,36,138,20.0,36.0
21,103,18,83,27.0,39.0
238,1352,217,1236,20.0,36.0
229,428,221,408,20.0,35.0
67,121,70,118,20.0,41.0
631,799,610,745,22.0,59.0
778,1068,757,1034,3.0,9.0
367,2313,273,2085,27.0,40.0
102,427,80,376,20.0,35.0
0,0,0,0,9.0,94.0
0,0,0,0,9.0,94.0
0,0,0,0,9.0,94.0
0,0,0,0,22.0,92.0
0,0,0,0,22.0,101.0
0,0,0,0,10.0,97.0
146,316,150,313,10.0,96.0
121,175,123,170,10.0,96.0
214,471,223,459,10.0,96.0
840,1109,848,1100,10.0,96.0
278,392,272,379,10.0,96.0
12,48,12,44,10.0,95.0
5,34,3,35,10.0,95.0
190,749,190,714,10.0,95.0
0,0,0,0,10.0,95.0
69,523,68,509,10.0,95.0
2,5,2,5,10.0,96.0
7,97,3,88,10.0,95.0
181,228,170,214,10.0,96.0
742,1374,753,1314,22.0,96.0
59,216,66,212,22.0,101.0
81,122,80,117,18.0,12.0
345,457,352,451,9.0,98.0
12,61,14,54,9.0,90.0
44,80,36,73,9.0,99.0
0,0,0,0,9.0,90.0
0,0,0,0,9.0,90.0
144,342,161,329,9.0,90.0
331,1681,284,1358,27.0,38.0
831,1211,841,1153,2.0,112.0
588,761,590,742,3.0,9.0
637,717,592,691,30.0,69.0
1022,1240,967,1169,18.0,85.0
995,1259,918,1185,3.0,8.0
296,333,277,312,3.0,8.0
592,722,555,690,3.0,8.0
584,691,562,666,3.0,8.0
501,543,470,530,3.0,8.0
413,491,380,462,3.0,8.0
768,859,719,825,3.0,8.0
564,610,549,598,3.0,9.0
228,270,225,271,3.0,9.0
860,977,807,945,3.0,9.0
66,75,64,75,3.0,9.0
237,252,210,242,3.0,9.0
605,695,582,676,3.0,9.0
290,1152,306,1126,3.0,9.0
150,270,158,262,3.0,9.0
900,1083,886,1061,3.0,9.0
379,690,378,672,3.0,9.0
968,1075,943,1049,3.0,9.0
460,539,444,529,3.0,9.0
406,719,413,704,3.0,9.0
238,276,232,273,3.0,9.0
172,1228,170,1194,3.0,9.0
803,943,789,921,3.0,9.0
784,866,717,822,30.0,69.0
453,532,443,525,30.0,69.0
76,83,73,80,30.0,69.0
585,642,564,627,30.0,69.0
50,59,48,57,31.0,86.0
230,242,212,226,31.0,86.0
125,137,108,121,31.0,86.0
213,223,184,195,31.0,86.0
123,134,117,129,31.0,86.0
67,77,59,75,19.0,80.0
131,152,115,138,19.0,80.0
336,430,305,400,19.0,80.0
60,89,55,83,19.0,80.0
418,638,365,570,24.0,80.0
255,299,218,274,28.0,69.0
704,1177,601,1048,27.0,43.0
151,205,129,180,27.0,43.0
84,138,70,121,27.0,43.0
751,2197,737,2077,24.0,54.0
575,1550,582,1443,24.0,54.0
416,492,390,465,24.0,54.0
1349,2158,1343,2077,24.0,55.0
1433,2515,1382,2371,24.0,55.0
386,919,367,864,24.0,55.0
843,1411,808,1339,24.0,55.0
284,325,266,311,24.0,54.0
3428,4356,3386,4180,24.0,54.0
1332,1767,1307,1701,24.0,55.0
1679,2408,1576,2220,24.0,55.0
1245,1713,1200,1627,21.0,118.0
78,595,60,537,26.0,125.0
75,456,73,405,26.0,116.0
126,782,127,695,26.0,116.0
55,386,48,357,26.0,119.0
87,426,77,382,19.0,119.0
56,344,46,298,26.0,119.0
92,346,80,315,19.0,119.0
182,1015,158,908,26.0,119.0
117,572,101,508,19.0,117.0
77,528,65,470,19.0,117.0
59,295,59,260,26.0,123.0
103,913,107,856,26.0,124.0
146,843,130,770,26.0,125.0
253,946,240,866,26.0,116.0
33,210,30,190,26.0,123.0
106,580,86,517,19.0,117.0
163,1039,132,924,19.0,117.0
83,517,66,467,19.0,119.0
155,770,146,693,19.0,119.0
85,438,75,386,19.0,117.0
271,1121,230,1012,19.0,118.0
181,804,145,711,19.0,118.0
49,307,53,273,26.0,123.0
30,215,34,200,19.0,117.0
303,1429,288,1314,19.0,117.0
136,955,115,858,19.0,117.0
12,23,7,17,19.0,124.0
202,997,185,899,19.0,117.0
307,1070,274,964,19.0,117.0
154,889,126,789,19.0,117.0
136,684,124,614,26.0,123.0
259,1215,255,1062,26.0,116.0
148,705,130,638,26.0,116.0
312,1307,287,1203,26.0,125.0
152,752,134,676,26.0,125.0
267,1015,241,920,26.0,116.0
181,291,189,279,19.0,124.0
543,989,512,905,21.0,118.0
97,102,91,96,31.0,83.0
248,396,218,360,1.0,1.0
410,438,362,411,1.0,1.0
199,237,193,233,1.0,1.0
143,182,122,163,1.0,1.0
300,365,273,342,1.0,1.0
212,232,195,218,1.0,1.0
590,877,568,837,1.0,1.0
1556,2278,1471,2163,1.0,1.0
141,581,127,566,1.0,1.0
60,128,53,121,1.0,1.0
666,799,601,751,1.0,1.0
500,533,453,495,1.0,1.0
91,576,87,547,1.0,1.0
1216,1761,1166,1660,11.0,25.0
1645,2214,1558,2118,17.0,25.0
1303,1655,1218,1568,17.0,25.0
1490,1848,1511,1752,17.0,25.0
588,709,560,667,17.0,25.0
820,1121,793,1080,17.0,25.0
948,1445,872,1346,17.0,25.0
2006,2862,1961,2741,11.0,29.0
951,3143,1098,3002,11.0,25.0
800,2031,864,1945,11.0,29.0
866,1556,866,1482,11.0,29.0
1152,3766,1315,3583,11.0,25.0
71,705,66,677,5.0,12.0
21,40,17,39,5.0,12.0
116,496,106,438,5.0,14.0
4,7,3,4,5.0,14.0
704,1397,774,1328,5.0,14.0
187,367,160,321,29.0,74.0
91,108,79,99,31.0,88.0
143,164,129,150,31.0,88.0
40,49,38,45,31.0,88.0
90,514,58,410,20.0,31.0
82,301,64,250,20.0,31.0
67,262,53,217,20.0,31.0
144,476,98,392,20.0,31.0
92,495,64,405,20.0,31.0
36,118,24,98,20.0,31.0
40,97,25,82,20.0,31.0
469,509,451,493,10.0,68.0
1316,1499,1298,1473,10.0,68.0
525,655,494,618,10.0,68.0
622,723,600,702,10.0,68.0
1048,1155,1002,1124,10.0,68.0
657,843,634,802,10.0,68.0
326,432,317,409,10.0,68.0
172,187,171,187,10.0,68.0
409,454,384,433,10.0,68.0
422,463,405,450,10.0,68.0
130,139,129,136,10.0,68.0
995,1095,953,1054,10.0,68.0
212,262,207,261,18.0,17.0
208,262,201,256,18.0,17.0
180,257,178,256,18.0,17.0
297,358,280,352,18.0,17.0
361,424,340,416,18.0,17.0
203,250,188,231,18.0,17.0
315,397,313,386,24.0,19.0
1285,1647,1263,1615,24.0,19.0
651,820,637,799,24.0,19.0
734,868,724,835,24.0,19.0
917,1087,892,1056,24.0,19.0
1596,2133,1574,2062,24.0,19.0
209,224,198,218,31.0,87.0
148,259,138,242,4.0,23.0
606,852,553,806,4.0,23.0
0,0,0,0,4.0,23.0
661,813,626,772,3.0,8.0
200,209,188,202,3.0,8.0
979,1552,958,1459,8.0,89.0
397,598,417,576,8.0,89.0
1166,2162,1212,2084,8.0,89.0
1676,2937,1807,2744,8.0,66.0
774,1405,822,1321,8.0,70.0
451,872,454,807,8.0,70.0
821,1813,866,1681,8.0,66.0
2510,3311,2599,3190,8.0,89.0
921,1551,968,1495,8.0,61.0
427,722,451,701,8.0,66.0
239,367,237,350,8.0,61.0
1037,1537,1008,1456,8.0,61.0
646,1128,691,1083,8.0,70.0
955,1855,1062,1728,8.0,66.0
871,1449,920,1374,8.0,70.0
1433,2607,1483,2431,8.0,70.0
568,975,577,912,8.0,70.0
635,939,623,876,8.0,89.0
905,1688,966,1651,8.0,61.0
695,1027,710,973,8.0,33.0
2110,3731,2288,3529,8.0,67.0
1118,1594,1103,1537,8.0,67.0
1383,2206,1349,2073,8.0,89.0
501,865,496,818,8.0,70.0
272,968,286,890,8.0,33.0
649,1536,660,1421,8.0,70.0
600,1098,600,1054,8.0,33.0
300,663,316,632,8.0,33.0
1125,2445,1285,2333,2.0,33.0
1786,2822,1916,2734,30.0,66.0
1414,2280,1446,2180,8.0,67.0
1350,2469,1415,2354,30.0,66.0
1153,1908,1233,1846,30.0,66.0
1905,3422,2040,3196,8.0,66.0
947,1701,999,1612,2.0,33.0
775,1197,830,1139,8.0,66.0
416,1285,441,1193,2.0,70.0
847,1749,919,1632,2.0,70.0
692,1124,710,1057,8.0,89.0
1034,1873,1085,1767,8.0,89.0
1041,1415,1080,1345,8.0,89.0
1077,1983,1174,1886,2.0,33.0
970,1541,991,1453,8.0,70.0
580,821,596,790,8.0,70.0
1893,2695,1835,2525,8.0,89.0
838,1398,821,1295,8.0,89.0
1391,1807,1440,1750,8.0,89.0
844,1583,899,1515,8.0,66.0
831,1286,890,1220,8.0,66.0
943,1762,953,1652,30.0,66.0
994,1758,1056,1641,8.0,66.0
968,1617,1011,1541,8.0,67.0
436,738,442,697,8.0,70.0
633,1656,699,1543,8.0,70.0
1142,2601,1248,2437,8.0,66.0
841,1342,917,1284,2.0,70.0
792,1469,847,1402,2.0,70.0
388,1318,416,1248,2.0,70.0
372,1161,402,1096,2.0,70.0
1692,3421,1861,3268,30.0,61.0
1255,2107,1277,2024,8.0,61.0
2001,3766,2189,3618,8.0,67.0
828,1643,876,1548,8.0,70.0
821,1691,814,1575,8.0,67.0
901,1835,934,1712,8.0,67.0
761,1509,785,1416,8.0,67.0
15,50,14,43,8.0,70.0
330,811,329,749,8.0,89.0
830,1528,874,1464,8.0,89.0
727,1591,788,1477,2.0,70.0
691,1641,731,1549,8.0,70.0
1059,2110,1133,1979,8.0,70.0
791,1259,828,1195,8.0,70.0
663,1205,700,1147,8.0,67.0
761,1460,792,1360,2.0,70.0
899,1811,993,1688,2.0,70.0
2706,4012,2687,3780,8.0,33.0
1238,1739,1285,1665,8.0,61.0
1455,2365,1508,2273,8.0,61.0
1015,2149,1083,2041,8.0,67.0
755,1382,804,1294,8.0,67.0
1211,2154,1230,2025,8.0,89.0
636,1437,683,1342,8.0,89.0
1167,2164,1165,2047,8.0,67.0
950,1809,999,1720,8.0,89.0
446,917,467,876,8.0,89.0
868,1406,892,1313,8.0,67.0
1386,2461,1474,2325,8.0,70.0
1102,2127,1210,2012,8.0,70.0
804,1686,889,1582,8.0,66.0
857,1530,874,1450,8.0,67.0
1497,2537,1521,2432,8.0,61.0
311,580,311,546,8.0,67.0
367,706,353,648,8.0,67.0
456,679,454,652,8.0,67.0
701,961,718,900,8.0,61.0
162,772,161,734,8.0,67.0
388,996,425,926,2.0,70.0
719,1240,748,1163,2.0,70.0
564,1073,594,1006,2.0,70.0
772,1400,808,1293,2.0,33.0
714,1216,765,1128,8.0,66.0
1726,2656,1818,2555,30.0,66.0
1890,2870,1868,2693,25.0,73.0
2811,3517,2786,3390,25.0,73.0
328,407,239,335,19.0,53.0
11,101,12,100,23.0,109.0
292,1375,301,1336,23.0,111.0
189,503,182,462,23.0,104.0
1,1,1,1,12.0,115.0
380,1151,376,1036,12.0,103.0
651,1401,638,1296,16.0,107.0
539,1298,533,1213,2.0,113.0
755,1491,772,1337,16.0,102.0
38,357,38,327,16.0,102.0
1044,1811,1228,1729,16.0,108.0
1005,1919,1153,1826,16.0,108.0
73,582,78,537,23.0,100.0
275,2462,296,2386,23.0,111.0
80,436,85,427,23.0,111.0
76,724,81,703,23.0,111.0
56,329,58,286,16.0,114.0
1666,2807,1779,2666,12.0,112.0
6,314,12,303,23.0,100.0
197,1179,200,1078,16.0,110.0
331,1935,313,1874,23.0,109.0
646,1307,624,1200,16.0,105.0
693,1322,677,1237,16.0,105.0
68,359,73,320,16.0,114.0
319,656,362,614,2.0,112.0
35,620,43,582,23.0,110.0
93,958,96,896,16.0,107.0
123,1156,120,1055,16.0,107.0
15,121,12,99,16.0,103.0
287,2020,280,1937,23.0,109.0
166,1619,176,1592,23.0,109.0
242,615,229,533,16.0,105.0
107,241,110,230,16.0,105.0
726,1345,719,1250,16.0,105.0
254,606,247,541,16.0,105.0
830,1600,906,1502,2.0,112.0
866,1642,971,1527,12.0,112.0
7,21,6,20,16.0,107.0
143,817,135,721,16.0,110.0
48,229,46,205,16.0,107.0
3,13,4,14,16.0,110.0
177,2069,172,2019,23.0,109.0
383,868,372,787,16.0,105.0
495,805,486,742,16.0,105.0
506,1292,495,1171,16.0,105.0
348,751,383,698,12.0,102.0
623,973,695,918,12.0,108.0
153,2829,144,2737,23.0,109.0
35,550,31,538,23.0,109.0
317,926,364,877,16.0,102.0
145,650,148,587,16.0,102.0
1215,2306,1300,2172,2.0,112.0
853,1866,888,1741,2.0,112.0
424,1103,425,1023,2.0,102.0
880,1692,895,1571,2.0,102.0
672,1317,643,1180,16.0,107.0
4,7,5,7,16.0,107.0
421,865,412,809,2.0,113.0
899,1610,858,1497,2.0,113.0
867,1733,839,1577,2.0,113.0
536,1534,531,1444,16.0,113.0
506,1072,575,989,16.0,102.0
660,1191,751,1070,16.0,108.0
283,760,269,703,16.0,113.0
26,835,29,812,23.0,100.0
22,313,20,295,23.0,100.0
3,328,6,320,23.0,100.0
10,337,7,320,23.0,100.0
11,564,6,557,23.0,100.0
16,616,16,598,23.0,100.0
58,896,61,815,23.0,100.0
577,1280,637,1183,2.0,112.0
907,2037,1017,1873,2.0,112.0
551,1090,568,1015,12.0,112.0
578,1162,609,1067,12.0,112.0
118,419,120,358,16.0,102.0
4,31,4,29,16.0,110.0
12,390,13,376,23.0,100.0
32,747,28,710,23.0,100.0
14,686,10,670,23.0,100.0
2,74,2,72,23.0,100.0
10,507,13,483,23.0,100.0
7,24,3,16,23.0,100.0
364,1214,380,1150,23.0,111.0
669,1577,657,1480,23.0,111.0
324,988,324,922,23.0,111.0
68,134,72,126,23.0,111.0
200,658,192,593,23.0,111.0
501,1199,503,1130,23.0,111.0
346,731,387,692,12.0,102.0
753,1679,747,1589,16.0,113.0
916,2013,902,1866,16.0,113.0
9,438,12,424,23.0,100.0
308,649,384,599,23.0,108.0
1200,2125,1200,2023,2.0,112.0
72,402,83,360,16.0,103.0
97,644,101,581,23.0,100.0
91,725,89,626,23.0,104.0
128,300,130,283,2.0,107.0
16,106,18,99,23.0,100.0
931,2054,1080,1872,16.0,114.0
239,693,290,623,23.0,114.0
385,1057,369,930,2.0,107.0
39,110,38,103,2.0,107.0
25,287,22,264,23.0,103.0
11,661,12,641,23.0,110.0
19,1099,31,1056,23.0,110.0
38,1258,32,1220,23.0,110.0
64,448,73,377,23.0,104.0
350,485,381,464,16.0,108.0
843,2082,977,1846,16.0,114.0
73,1895,82,1823,23.0,111.0
121,1475,122,1424,23.0,111.0
82,1354,83,1267,23.0,111.0
41,1410,44,1372,23.0,111.0
816,1583,924,1476,16.0,108.0
194,1822,206,1730,16.0,102.0
439,1561,536,1411,23.0,114.0
153,821,149,709,23.0,114.0
256,654,269,602,16.0,108.0
733,1805,721,1661,2.0,113.0
1109,2501,1131,2363,2.0,113.0
953,1452,961,1379,2.0,112.0
496,1498,484,1392,2.0,113.0
38,973,38,940,23.0,111.0
38,1221,36,1185,23.0,111.0
17,852,22,837,23.0,110.0
39,1167,31,1121,23.0,110.0
0,1,0,1,12.0,115.0
227,497,284,482,16.0,108.0
438,1533,469,1450,16.0,102.0
528,1159,661,1050,16.0,108.0
704,1327,699,1240,2.0,113.0
1115,2356,1095,2215,2.0,113.0
910,1729,906,1633,2.0,113.0
676,1196,658,1126,2.0,112.0
5,70,4,64,16.0,103.0
109,211,166,255,23.0,114.0
274,1356,312,1169,23.0,114.0
12,101,10,90,23.0,100.0
81,650,78,551,23.0,114.0
374,1150,416,1103,12.0,115.0
382,952,356,840,12.0,115.0
1107,2156,1186,2018,12.0,115.0
466,1108,467,1003,12.0,115.0
1233,2263,1264,2101,12.0,115.0
58,181,64,172,30.0,64.0
645,1051,705,1011,12.0,63.0
195,920,206,850,30.0,64.0
1267,1625,1264,1563,12.0,65.0
1239,2077,1371,2021,12.0,63.0
863,1587,922,1546,30.0,57.0
57,112,62,108,30.0,57.0
2871,4010,2902,3903,12.0,65.0
127,397,142,374,30.0,64.0
1766,2894,1815,2787,30.0,57.0
2475,3387,2623,3347,12.0,65.0
840,1374,864,1316,30.0,57.0
2006,3759,2051,3657,30.0,57.0
151,422,131,373,18.0,30.0
580,697,538,652,18.0,30.0
202,240,157,203,18.0,30.0
74,84,71,79,28.0,83.0
72,82,64,76,28.0,83.0
195,229,171,208,28.0,83.0
181,211,166,205,28.0,83.0
213,756,168,632,21.0,80.0
104,322,82,269,21.0,80.0
118,548,92,440,21.0,80.0
153,461,129,379,21.0,80.0
82,223,59,176,21.0,80.0
159,192,145,174,28.0,88.0
119,131,111,122,28.0,88.0
393,457,377,437,28.0,88.0
135,143,129,135,28.0,88.0
196,216,180,200,22.0,68.0
356,411,336,395,22.0,68.0
186,204,179,195,22.0,68.0
1139,1251,1095,1218,22.0,68.0
304,348,298,341,22.0,68.0
261,297,245,286,1.0,62.0
373,444,348,416,1.0,62.0
388,474,358,449,1.0,62.0
497,604,481,584,28.0,83.0
581,707,537,659,28.0,83.0
101,154,95,146,28.0,83.0
196,296,180,271,28.0,83.0
67,70,57,61,28.0,83.0
97,137,79,124,28.0,69.0
1749,2526,1927,2437,17.0,26.0
611,1060,683,1020,17.0,28.0
818,1640,875,1547,18.0,28.0
1009,1363,1046,1315,18.0,26.0
1656,2141,1666,2064,18.0,26.0
27,353,23,352,17.0,85.0
346,758,393,728,18.0,28.0
456,626,451,582,17.0,28.0
847,1275,901,1262,17.0,28.0
0,0,0,0,11.0,23.0
1035,2523,1006,2313,11.0,23.0
188,219,170,203,24.0,19.0
618,766,600,718,24.0,19.0
1381,1635,1357,1540,24.0,19.0
982,1084,934,1024,24.0,19.0
532,645,499,608,24.0,19.0
1541,1803,1502,1707,24.0,19.0
1092,1282,1044,1195,24.0,19.0
340,404,335,389,24.0,19.0
147,160,134,144,31.0,72.0
123,124,118,121,31.0,72.0
2163,3082,2056,2861,30.0,62.0
1027,1182,976,1120,30.0,62.0
1274,1499,1200,1413,30.0,62.0
1296,1797,1220,1669,30.0,62.0
679,854,651,816,30.0,62.0
1373,1598,1302,1529,30.0,62.0
1983,2269,1894,2178,30.0,62.0
407,489,384,464,30.0,62.0
500,599,497,579,30.0,62.0
695,871,659,834,30.0,62.0
1077,1237,998,1160,30.0,62.0
881,1085,824,1018,21.0,44.0
346,393,315,352,28.0,88.0
147,205,140,193,28.0,88.0
216,238,208,233,28.0,88.0
228,253,215,241,28.0,88.0
119,125,113,122,28.0,88.0
104,149,96,138,28.0,88.0
455,620,426,594,28.0,88.0
296,431,276,401,28.0,88.0
144,200,128,182,28.0,88.0
1043,1168,952,1092,3.0,18.0
616,684,567,647,3.0,18.0
904,1001,862,961,3.0,18.0
57,420,55,386,9.0,90.0
11,513,11,498,13.0,141.0
15,795,13,783,13.0,142.0
257,1040,250,985,6.0,140.0
119,1246,110,1185,13.0,131.0
367,1498,360,1400,13.0,131.0
0,3,1,1,13.0,142.0
162,879,147,764,6.0,143.0
332,1773,339,1524,6.0,145.0
963,1939,1048,1807,17.0,133.0
144,644,138,580,6.0,140.0
144,283,135,257,6.0,143.0
611,1858,718,1589,15.0,145.0
121,571,107,534,6.0,140.0
35,1400,26,1381,15.0,142.0
5,283,5,278,13.0,146.0
41,249,43,227,6.0,145.0
103,1195,96,1144,6.0,147.0
119,340,124,307,6.0,147.0
52,1255,66,1195,13.0,147.0
547,952,579,895,17.0,138.0
472,1364,548,1218,15.0,146.0
563,1317,624,1143,15.0,146.0
447,1162,454,1039,15.0,146.0
11,75,9,65,6.0,143.0
20,141,19,114,6.0,143.0
88,506,75,439,6.0,143.0
148,1018,146,912,6.0,143.0
177,991,164,866,6.0,143.0
41,757,38,743,13.0,147.0
227,1910,271,1769,13.0,146.0
431,1205,390,1115,6.0,143.0
404,815,385,755,6.0,143.0
205,1140,218,1087,13.0,131.0
581,1542,644,1337,15.0,134.0
265,698,266,629,15.0,146.0
391,1013,453,888,15.0,134.0
260,1087,235,955,6.0,145.0
250,1386,238,1234,6.0,145.0
61,382,52,340,6.0,145.0
16,572,15,565,13.0,141.0
0,0,0,0,13.0,134.0
240,754,282,637,15.0,134.0
101,601,94,548,6.0,140.0
14,378,16,367,13.0,141.0
1441,2008,1412,1912,11.0,128.0
0,2,0,2,6.0,145.0
0,0,0,0,6.0,143.0
189,1066,206,916,6.0,145.0
108,667,142,599,13.0,147.0
6,227,11,222,13.0,147.0
13,551,16,519,13.0,147.0
187,1016,175,914,6.0,145.0
209,1136,203,1002,6.0,145.0
41,1543,39,1509,13.0,146.0
12,250,14,247,13.0,146.0
4,153,4,147,13.0,146.0
10,364,11,364,13.0,146.0
34,1470,31,1436,13.0,146.0
26,505,22,487,13.0,141.0
217,788,206,696,6.0,140.0
243,1062,236,974,6.0,140.0
219,1205,206,1088,6.0,145.0
28,189,32,171,6.0,145.0
27,512,21,497,13.0,147.0
55,630,74,578,13.0,147.0
303,1458,320,1256,6.0,145.0
23,1252,23,1243,13.0,147.0
17,1009,15,1008,13.0,146.0
344,1239,355,1149,13.0,146.0
653,1736,651,1614,6.0,144.0
242,1300,237,1186,6.0,140.0
296,782,319,700,15.0,146.0
620,1382,670,1274,15.0,137.0
49,1316,43,1278,13.0,146.0
33,1200,36,1155,13.0,146.0
119,1562,124,1470,13.0,146.0
45,170,70,164,15.0,147.0
13,53,14,50,13.0,137.0
197,787,189,718,15.0,134.0
537,1256,618,1071,15.0,146.0
288,1458,294,1352,6.0,147.0
281,1393,281,1317,6.0,143.0
56,520,64,489,6.0,143.0
27,638,22,622,13.0,147.0
9,555,9,545,13.0,147.0
446,1010,495,853,15.0,134.0
716,2354,904,1987,15.0,145.0
22,632,24,606,13.0,142.0
25,845,20,824,15.0,139.0
263,339,194,277,28.0,69.0
215,247,175,215,28.0,69.0
121,149,93,128,28.0,69.0
158,188,104,130,28.0,69.0
227,281,192,242,28.0,69.0
150,189,113,157,28.0,69.0
212,470,211,454,21.0,45.0
892,2000,910,1837,21.0,45.0
1559,2623,1528,2431,25.0,73.0
2057,3244,2033,3083,25.0,73.0
823,1282,809,1198,25.0,73.0
1285,1973,1282,1873,25.0,73.0
1950,3292,2098,3167,25.0,45.0
